"REGION","URBANICITY","MAKE","MODEL","BODY_TYP","MOD_YEAR","GVWR","ROLLOVER","IMPACT1","DEFORMED","FIRE_EXP","SPEEDREL","P_CRASH2","ACC_TYPE","AGE","SEX","INJ_SEV","SEAT_POS","REST_USE","AIR_BAG","EJECTION","ALCH_TRANS","DRUGS_TRANS"
"3","2","12","402","14","2013","0","0","12","6","0","0","62","69","17","2","1","11","3","20","0","0","0"
"3","1","99","999","99","9999","9","0","12","9","0","0","50","20","999","9","9","11","99","99","0","0","0"
"3","1","99","999","99","9999","9","0","6","9","0","0","53","98","999","9","9","11","99","99","0","0","0"
"3","1","42","55","5","2018","0","0","6","4","0","0","53","23","53","2","1","11","3","20","0","0","0"
"1","1","37","999","49","2011","0","0","12","9","0","0","66","86","43","1","1","11","3","20","0","0","0"
"1","1","49","399","8","2017","0","0","81","9","0","0","17","87","61","1","1","11","3","20","0","0","0"
"1","1","99","884","64","9999","9","0","99","9","0","0","13","11","999","9","9","11","99","99","9","0","0"
"3","2","20","2","4","2014","0","0","8","4","0","0","66","89","14","2","1","23","3","20","0","0","0"
"2","1","37","706","80","2006","0","0","12","4","0","0","62","69","52","1","2","11","5","20","8","0","0"
"1","1","12","17","4","2010","0","0","12","9","0","0","52","28","999","9","9","11","99","99","9","0","0"
"1","1","72","709","80","2014","0","0","12","6","0","0","66","88","27","1","3","11","19","20","8","0","0"
"1","1","7","399","4","2012","0","0","81","9","0","0","62","65","39","2","1","11","3","20","0","0","0"
"1","1","7","399","4","2012","0","0","81","9","0","0","62","65","29","2","1","13","3","20","0","0","0"
"1","1","7","399","4","2012","0","0","81","9","0","0","62","65","47","2","1","21","3","20","0","0","0"
"3","2","18","7","4","1999","0","0","11","2","0","0","10","72","81","2","1","11","3","20","0","0","0"
"3","2","12","481","34","2012","0","0","12","6","0","9","19","99","55","1","9","11","99","9","0","0","0"
"3","2","55","33","4","2016","0","0","12","6","0","0","12","8","20","1","2","11","3","9","0","0","1"
"3","1","35","43","4","2014","0","0","4","2","0","0","71","87","52","2","1","13","3","20","0","0","0"
"3","1","35","50","4","2018","0","0","12","9","0","0","50","98","26","1","1","11","3","9","0","0","0"
"3","1","49","40","4","2014","0","1","1","6","0","0","11","11","26","2","1","11","3","20","0","0","0"
"3","1","30","52","4","2013","0","0","12","6","0","0","50","20","27","2","1","23","99","9","0","0","0"
"3","1","12","402","14","2008","0","0","6","9","0","0","53","21","999","9","9","11","99","99","0","0","0"
"1","1","73","709","80","2012","0","0","6","6","0","0","53","21","56","1","1","11","19","20","8","0","0"
"3","1","20","481","34","2015","0","9","12","6","0","0","66","86","45","1","2","11","3","8","0","0","0"
"3","1","30","40","4","2002","0","9","3","6","0","0","17","87","36","1","3","11","3","8","0","0","0"
"2","1","76","706","80","2005","0","0","0","4","0","0","90","98","47","1","2","11","5","20","8","0","0"
"2","1","12","24","6","2008","0","0","12","6","0","0","52","28","36","2","1","11","3","1","0","0","0"
"2","1","23","481","34","2011","0","0","6","2","0","0","53","29","36","2","1","11","3","1","0","0","0"
"2","1","37","402","14","1997","0","1","12","6","0","5","6","1","19","1","3","11","3","1","0","0","0"
"2","1","50","706","80","2008","0","0","12","6","0","0","51","98","45","1","2","11","19","20","8","0","0"
"2","1","49","40","4","2004","0","0","61","6","0","0","60","72","60","1","4","11","3","20","0","1","0"
"2","1","49","40","4","2004","0","0","61","6","0","0","60","72","60","2","3","13","3","20","0","0","0"
"2","1","2","422","15","2015","0","1","12","6","0","0","14","14","78","2","1","11","3","1","0","0","0"
"2","1","20","401","14","1998","0","1","99","6","0","5","12","6","59","2","3","11","99","20","0","1","0"
"2","1","12","22","6","2006","0","0","6","2","0","0","53","23","40","2","2","11","3","20","0","0","0"
"2","1","2","404","14","2004","0","0","12","6","0","0","50","20","44","2","1","11","3","1","0","1","0"
"2","1","12","422","15","2015","0","0","6","6","0","0","53","22","41","1","1","11","3","20","0","1","0"
"2","1","35","51","6","2015","0","0","81","4","0","0","15","68","49","2","1","13","3","3","0","0","0"
"2","1","2","422","15","2018","0","0","12","2","0","0","62","69","44","2","1","11","3","20","0","0","0"
"2","1","41","51","5","2007","0","0","12","6","0","0","17","73","57","2","1","11","3","1","0","0","0"
"2","1","20","461","21","2008","0","1","11","6","0","0","12","6","47","1","4","11","3","3","0","0","0"
"2","1","18","25","4","2014","0","0","6","2","0","0","53","29","36","2","1","11","3","20","0","0","0"
"2","1","37","32","2","2002","0","0","12","6","0","0","12","7","33","1","3","11","99","20","0","1","1"
"2","1","12","481","34","2014","0","0","6","2","0","0","53","21","62","1","1","11","3","20","0","0","0"
"2","1","59","403","14","2013","0","0","82","6","0","0","61","45","72","2","1","11","3","20","0","0","0"
"2","1","59","404","14","2015","0","0","6","2","0","0","53","21","54","2","1","13","3","20","0","0","0"
"2","1","20","22","4","2008","0","0","62","6","0","0","60","45","37","2","1","11","3","20","0","0","0"
"2","1","31","37","4","2018","0","0","81","4","0","0","61","98","26","2","1","13","3","20","0","0","0"
"2","1","98","709","81","2017","0","0","12","6","0","0","17","88","21","1","3","11","19","20","8","1","1"
"2","1","12","462","21","2016","0","0","6","4","0","0","53","29","43","2","2","11","3","20","0","0","0"
"2","1","49","52","5","2010","0","0","6","6","0","0","53","98","33","2","2","11","3","20","0","0","0"
"2","1","37","31","2","2013","0","0","6","2","0","0","53","25","26","2","1","11","99","20","0","0","0"
"2","1","98","703","84","2007","0","0","12","6","0","0","15","68","48","1","3","11","17","20","8","0","0"
"2","1","20","404","14","2011","0","0","12","6","0","0","13","11","14","2","1","13","99","20","0","0","0"
"2","1","20","422","15","2018","0","0","6","6","0","0","53","21","66","1","1","11","3","20","0","0","0"
"2","1","37","441","20","2005","0","0","6","6","0","0","53","21","53","2","1","11","3","3","0","0","0"
"2","1","20","37","4","2017","0","0","6","6","0","0","53","98","64","1","1","11","99","20","0","0","0"
"2","1","49","46","5","2013","0","0","81","6","0","0","66","87","47","1","1","11","3","3","0","0","0"
"2","1","2","404","14","2004","0","1","99","6","0","0","98","98","61","1","2","11","3","99","0","0","0"
"2","1","99","499","48","9999","0","0","18","9","0","0","98","98","999","9","9","11","99","99","9","0","0"
"2","1","20","481","34","2017","0","0","6","2","0","0","53","22","40","1","1","11","3","20","0","0","0"
"1","1","55","401","14","2004","0","0","12","6","0","0","12","6","43","1","5","11","20","1","0","1","0"
"1","1","20","28","5","2017","0","0","11","2","0","0","65","84","24","2","2","11","3","20","0","1","0"
"2","1","36","38","2","2012","0","0","3","9","0","0","60","70","42","1","1","11","8","9","0","0","0"
"2","1","20","404","14","2018","0","0","12","6","0","0","17","88","25","2","2","11","3","8","0","0","0"
"2","1","20","404","14","2018","0","0","12","6","0","0","17","88","8","2","2","22","3","20","0","0","0"
"2","1","12","401","14","2017","0","0","61","6","0","0","66","89","43","1","2","11","3","8","0","0","0"
"3","1","99","999","99","9999","0","0","99","9","0","9","19","11","999","9","9","11","99","99","0","0","0"
"1","1","99","399","8","9999","0","0","3","9","0","0","83","13","999","9","9","11","99","99","9","0","0"
"4","1","55","36","5","2014","0","0","81","9","0","0","17","87","25","2","9","11","3","99","0","0","0"
"2","1","37","32","2","2007","0","1","12","6","0","0","17","86","67","1","1","11","3","9","0","0","0"
"2","1","37","32","2","2007","0","1","12","6","0","0","17","86","65","2","1","13","3","20","0","0","0"
"4","1","37","32","4","2016","0","0","6","9","0","0","53","21","45","2","1","11","3","99","0","0","0"
"4","1","76","709","80","2000","0","0","12","4","0","0","12","6","19","1","2","11","19","20","8","0","0"
"1","1","54","999","49","2005","0","0","14","6","0","0","13","1","17","9","2","13","3","8","0","0","0"
"3","2","49","43","4","1999","0","0","9","6","0","0","62","65","53","1","1","11","3","20","0","0","0"
"3","1","55","33","4","2007","0","0","12","6","0","0","10","11","53","1","3","11","99","20","0","0","0"
"1","1","49","999","49","2016","0","0","6","6","0","0","53","25","27","2","2","11","3","20","0","0","0"
"3","1","12","401","14","2008","0","0","9","4","0","0","10","44","60","1","1","11","3","20","0","0","0"
"1","1","49","999","49","2015","0","0","12","9","0","0","61","45","43","1","1","21","3","20","0","0","0"
"1","1","49","999","49","2015","0","0","12","9","0","0","61","45","35","2","1","23","3","20","0","0","0"
"3","1","37","402","14","2015","0","0","9","6","0","0","17","89","58","1","2","11","3","20","0","0","0"
"3","1","55","36","5","2012","0","0","12","6","0","0","66","88","85","2","2","11","3","20","0","0","0"
"1","1","37","399","8","2016","0","0","12","0","0","0","50","20","54","2","1","11","99","99","0","0","0"
"1","1","35","399","8","2013","0","0","6","9","0","0","53","98","29","1","1","11","99","99","0","0","0"
"1","1","35","399","8","2013","0","0","6","9","0","0","53","98","33","2","1","13","99","99","0","0","0"
"3","1","23","481","34","1998","0","0","12","6","0","0","13","1","22","1","3","11","20","99","0","0","0"
"4","1","7","24","4","2012","0","0","12","2","0","4","51","24","14","2","1","13","3","20","0","0","0"
"4","1","20","25","9","2015","0","0","6","2","0","0","53","26","45","2","1","21","3","20","0","0","0"
"4","1","20","25","9","2015","0","0","6","2","0","0","53","26","45","2","1","23","3","20","0","0","0"
"1","2","72","706","80","2010","0","0","0","6","0","0","8","98","70","1","3","11","5","20","8","0","0"
"4","1","35","43","4","9999","0","0","61","9","0","4","62","69","999","1","9","11","99","99","9","0","0"
"4","1","49","32","9","2015","0","0","12","4","0","0","15","68","13","2","1","13","3","20","0","0","0"
"4","1","52","47","9","2017","0","0","12","6","0","0","62","98","75","2","1","11","3","9","0","0","0"
"4","1","37","32","9","1991","0","0","12","6","0","0","67","83","23","1","1","11","3","20","0","0","0"
"3","2","20","37","4","2012","0","0","1","6","0","0","15","68","25","1","3","11","3","1","0","0","0"
"3","2","12","481","34","2008","0","0","12","6","0","0","62","69","16","1","1","11","3","1","0","0","0"
"3","2","12","481","34","2008","0","0","12","6","0","0","62","69","17","1","1","13","3","1","0","0","0"
"3","1","72","706","80","2004","0","0","0","9","0","0","98","0","33","1","1","11","29","20","8","0","0"
"3","1","76","706","80","1996","0","0","0","4","0","0","13","1","32","1","3","11","29","20","8","0","0"
"3","2","20","481","34","2002","0","0","12","6","0","3","51","24","26","1","3","11","20","20","0","1","0"
"3","2","20","481","34","2002","0","0","12","6","0","3","51","24","27","1","3","13","20","1","0","0","0"
"3","2","20","481","34","2002","0","0","12","6","0","3","51","24","18","1","1","23","20","20","0","0","0"
"3","2","35","47","4","2011","0","0","12","6","0","0","62","69","19","1","3","11","3","8","0","0","0"
"4","1","2","408","14","2016","0","0","12","4","0","0","62","98","44","2","1","11","3","20","0","0","0"
"4","2","37","703","80","2019","0","0","0","2","0","0","98","0","27","1","2","11","19","20","8","0","0"
"4","2","37","703","80","2017","0","0","12","4","0","0","15","68","21","1","1","11","19","20","8","0","0"
"4","1","35","50","4","2017","0","0","99","6","0","0","13","1","25","1","4","11","99","9","0","0","0"
"4","1","34","706","80","2012","0","0","61","9","0","0","53","48","36","1","1","11","19","20","8","0","0"
"4","1","12","999","79","2014","9","0","12","6","0","0","15","68","62","1","1","13","3","20","0","0","0"
"4","1","20","999","79","2016","9","0","61","6","0","4","62","69","32","1","1","11","3","20","0","0","0"
"3","2","37","32","4","2005","0","0","11","6","0","0","12","6","39","1","1","11","3","20","0","0","0"
"2","1","35","43","4","2006","0","0","12","4","0","0","13","1","24","2","1","11","3","20","0","0","0"
"3","1","7","29","4","2016","0","0","12","4","0","0","12","6","25","1","2","11","3","1","0","0","0"
"2","1","22","20","4","2003","0","0","6","6","0","0","53","22","44","1","1","11","3","20","0","0","0"
"2","1","55","37","2","2006","0","1","61","6","0","0","62","65","26","1","1","11","3","20","0","0","0"
"1","1","12","399","8","2003","0","0","12","9","0","5","12","11","19","1","3","11","20","99","0","1","0"
"1","1","12","399","8","2003","0","0","12","9","0","5","12","11","20","1","3","12","20","99","0","0","0"
"1","1","12","399","8","2003","0","0","12","9","0","5","12","11","999","1","3","13","20","99","0","0","0"
"1","1","12","399","8","2003","0","0","12","9","0","5","12","11","999","1","1","23","20","99","0","0","0"
"1","1","49","499","19","2008","0","0","12","9","0","0","80","13","999","9","9","11","99","99","0","1","0"
"1","1","37","399","8","2011","0","0","12","9","0","0","83","13","999","9","9","11","99","99","0","0","0"
"3","1","55","36","4","2018","0","0","6","4","0","0","53","21","33","1","1","11","3","20","0","0","0"
"3","1","12","17","4","2014","0","0","9","6","0","0","15","82","72","2","2","11","3","8","0","0","0"
"3","1","12","471","34","1996","0","0","12","6","0","0","72","83","49","2","2","11","3","1","0","0","0"
"3","1","20","461","21","2003","0","0","12","4","0","0","50","20","53","1","1","11","3","20","0","0","0"
"3","1","7","27","6","2009","0","0","6","4","0","0","53","21","53","1","1","11","3","20","0","0","0"
"2","1","12","37","4","2013","0","0","12","6","0","0","66","88","70","2","1","13","3","9","0","0","0"
"1","1","19","999","49","2011","0","0","62","9","0","0","66","82","60","2","1","11","3","20","0","0","0"
"1","1","20","499","39","2017","0","0","12","9","0","0","17","83","50","2","1","11","3","20","0","0","0"
"2","1","7","472","34","2004","0","0","12","6","0","0","12","6","64","1","2","11","99","9","0","1","0"
"1","1","12","499","19","2009","0","0","12","9","0","0","17","86","999","9","9","11","99","99","0","0","0"
"3","2","35","47","4","2004","0","0","62","6","0","0","62","65","17","2","3","11","3","8","0","1","0"
"1","1","99","999","99","9999","9","0","99","9","0","0","19","11","999","9","9","11","99","99","0","0","0"
"1","1","35","999","49","2016","0","0","6","9","0","0","53","21","39","2","1","13","3","20","0","0","0"
"3","1","49","32","4","2015","0","0","12","6","0","0","62","69","19","2","1","11","3","9","0","0","0"
"3","1","34","35","4","2017","0","0","12","6","0","0","13","1","44","1","2","11","3","8","0","1","0"
"2","1","18","404","14","2016","0","0","6","4","0","0","53","21","70","2","3","11","3","20","0","0","0"
"2","1","49","403","14","2007","0","0","6","2","0","0","53","98","57","2","3","11","3","20","0","0","0"
"3","1","12","17","4","2016","0","0","3","6","0","0","15","68","73","2","1","11","3","2","0","0","0"
"3","1","20","880","67","2001","2","0","12","2","0","0","62","69","35","1","1","11","3","20","0","0","0"
"3","1","76","705","80","2005","0","0","11","2","0","0","62","98","63","1","2","11","17","20","8","0","0"
"3","1","99","499","48","9999","0","0","1","9","0","0","61","45","999","1","9","11","99","99","0","0","0"
"1","1","72","709","80","1999","0","0","81","9","0","0","66","76","64","1","2","11","19","20","8","0","0"
"1","1","49","499","19","2017","0","0","81","9","0","0","63","68","72","1","1","11","3","99","0","0","0"
"1","1","49","499","19","2017","0","0","81","9","0","0","63","68","56","2","1","13","3","99","0","0","0"
"1","1","49","499","19","2017","0","0","81","9","0","0","63","68","53","2","1","21","20","99","0","0","0"
"1","1","49","499","19","2017","0","0","81","9","0","0","63","68","62","2","1","23","20","99","0","0","0"
"1","1","49","499","19","2017","0","0","81","9","0","0","63","68","60","2","1","39","20","99","0","0","0"
"1","1","49","499","19","2017","0","0","81","9","0","0","63","68","81","2","1","39","20","99","0","0","0"
"1","1","35","499","19","2014","0","0","12","9","0","5","17","69","45","2","1","11","3","99","0","0","0"
"1","1","35","499","19","2014","0","0","12","9","0","5","17","69","59","2","1","13","3","99","0","0","0"
"1","1","35","499","19","2014","0","0","12","9","0","5","17","69","59","2","1","23","20","99","0","0","0"
"2","1","49","402","14","2017","0","0","12","6","0","0","62","69","69","1","2","11","3","8","0","0","0"
"2","1","49","402","14","2017","0","0","12","6","0","0","62","69","69","2","2","13","3","8","0","0","0"
"1","1","73","709","89","2018","0","0","12","9","0","0","66","90","19","1","2","11","19","99","8","0","0"
"3","1","30","40","4","2014","0","0","12","6","0","4","50","20","43","1","3","11","99","20","0","0","0"
"3","1","20","471","34","1998","0","0","6","6","0","0","53","21","32","1","1","11","99","20","0","0","0"
"3","1","12","461","21","2003","0","0","12","4","0","0","50","20","24","1","1","11","3","1","0","0","0"
"3","1","22","10","2","1985","0","0","12","6","0","0","19","99","30","1","3","11","20","20","0","0","0"
"2","1","30","46","4","2018","0","0","12","6","0","0","56","93","62","1","2","11","3","8","0","0","0"
"2","1","49","40","4","2014","0","0","12","9","0","0","15","68","28","1","1","11","8","1","0","0","0"
"2","1","22","20","4","2006","0","0","6","6","0","0","53","29","61","1","1","11","3","20","0","0","0"
"2","1","41","53","5","2010","0","0","11","9","0","0","60","69","36","2","3","11","8","20","0","0","0"
"3","1","35","472","34","2011","0","0","12","6","0","0","50","20","4","1","1","22","10","20","0","0","0"
"3","1","35","472","34","2011","0","0","12","6","0","0","50","20","7","1","1","21","12","20","0","0","0"
"3","1","35","472","34","2011","0","0","12","6","0","0","50","20","9","1","1","23","3","20","0","0","0"
"3","1","7","422","15","2017","0","0","6","6","0","0","53","22","30","1","1","11","3","1","0","0","0"
"3","1","7","422","15","2017","0","0","6","6","0","0","53","22","30","2","1","13","3","1","0","0","0"
"3","1","7","422","15","2017","0","0","6","6","0","0","53","22","8","1","1","22","3","20","0","0","0"
"3","1","7","422","15","2017","0","0","6","6","0","0","53","22","10","2","1","21","3","20","0","0","0"
"3","1","72","706","80","2009","0","0","12","6","0","0","52","28","60","1","1","11","29","20","8","0","0"
"4","1","48","401","14","2015","0","0","62","6","0","0","17","89","29","2","2","11","3","9","0","0","0"
"4","1","59","31","4","2009","0","0","12","6","0","0","66","88","72","2","1","11","3","9","0","0","0"
"4","1","98","706","80","2018","0","0","81","9","0","4","99","49","33","1","3","11","19","20","8","0","0"
"4","1","12","23","4","2009","0","0","12","4","0","4","50","20","31","2","2","11","3","9","9","0","0"
"4","1","12","471","39","2007","0","0","6","2","0","0","53","21","59","1","1","11","3","20","0","0","0"
"3","1","20","2","4","2015","0","0","6","2","0","0","53","21","42","2","1","11","3","20","0","0","0"
"3","1","20","37","4","2016","0","0","12","2","0","0","50","20","28","2","1","11","3","20","0","0","0"
"3","1","54","421","15","2001","0","0","11","6","0","0","17","89","71","1","1","11","99","20","0","0","0"
"3","1","12","481","34","2008","0","0","12","6","0","0","71","88","37","1","1","11","99","9","0","0","0"
"1","2","2","403","14","2012","0","0","12","6","0","0","15","82","53","2","1","11","3","20","0","0","0"
"1","2","2","1","6","2014","0","0","61","6","0","0","65","83","22","2","1","11","3","20","0","0","0"
"1","1","12","499","29","2008","0","0","12","9","0","3","50","20","32","1","3","11","3","20","0","0","0"
"3","1","49","482","34","2015","0","0","12","6","0","0","10","20","33","1","2","11","3","20","0","1","0"
"4","1","35","39","4","2012","0","0","12","9","0","4","50","20","18","1","2","11","3","99","0","0","0"
"4","1","48","45","6","2006","0","0","6","6","0","0","53","21","54","2","3","11","3","1","0","0","0"
"4","1","6","441","20","2005","0","0","6","9","0","0","53","98","45","1","1","11","3","20","0","0","0"
"1","2","22","22","4","2009","0","0","99","6","0","0","13","1","30","2","2","11","20","20","0","1","0"
"1","2","22","22","4","2009","0","0","99","6","0","0","13","1","34","1","3","13","20","20","0","0","0"
"1","1","35","399","4","2018","0","0","12","9","0","0","17","88","26","2","1","11","3","9","0","0","0"
"1","1","20","999","49","2011","0","0","62","9","0","0","66","89","55","2","1","11","3","9","0","0","0"
"1","1","72","709","89","2007","0","0","5","9","0","0","61","73","35","1","1","11","19","99","8","0","0"
"1","1","49","399","4","2011","0","0","62","9","0","0","10","72","83","2","1","11","3","99","0","0","0"
"1","1","20","399","4","2012","0","0","61","9","0","0","60","98","51","2","1","11","3","9","0","0","0"
"3","1","20","37","4","2008","0","0","6","2","0","0","53","25","36","2","1","11","3","20","0","0","0"
"3","1","49","32","4","2016","0","0","12","6","0","0","12","6","46","1","1","11","3","8","0","0","0"
"3","1","49","32","4","2016","0","0","12","6","0","0","12","6","51","2","1","23","3","8","0","0","0"
"1","1","48","999","49","2011","0","0","99","9","0","0","83","13","17","1","9","11","99","99","0","0","0"
"3","1","12","23","4","2014","0","0","3","6","0","0","15","68","61","2","1","11","3","8","0","1","0"
"3","1","7","24","4","2009","0","0","12","6","0","0","62","69","21","1","1","11","3","8","0","1","0"
"1","1","99","399","9","9999","0","0","6","9","0","0","20","92","999","9","9","11","99","99","0","0","0"
"1","1","49","499","19","2000","0","0","62","9","0","0","80","13","999","9","9","11","99","99","0","0","0"
"1","1","48","399","8","2015","0","0","12","9","0","0","62","69","22","2","2","23","3","99","0","0","0"
"3","1","20","403","14","2005","0","0","12","9","0","0","80","13","999","2","9","11","99","99","0","0","0"
"3","1","12","3","1","2004","0","0","12","9","0","0","50","20","24","1","9","11","99","99","0","0","0"
"3","1","49","40","4","2005","0","0","6","9","0","0","53","21","61","2","9","11","99","99","0","0","0"
"4","1","37","31","9","2000","0","9","0","6","0","0","13","98","26","1","3","11","3","9","0","0","0"
"4","1","37","31","9","2000","0","9","0","6","0","0","13","98","23","1","1","13","3","9","0","0","0"
"4","1","49","472","34","2016","0","0","11","2","0","0","16","82","26","2","2","11","3","20","0","0","0"
"4","1","12","32","9","2015","0","0","11","2","0","0","67","83","27","2","2","11","3","20","0","0","0"
"4","1","12","32","9","2015","0","0","11","2","0","0","67","83","27","2","2","13","3","20","0","0","0"
"4","1","24","7","4","2005","0","0","12","6","0","0","12","6","53","2","3","11","20","9","1","1","0"
"4","1","42","399","4","9999","0","0","12","6","0","0","52","28","999","1","9","11","99","99","9","0","0"
"3","1","19","421","15","2016","0","0","12","6","0","0","13","1","75","1","5","11","3","8","0","0","0"
"3","1","99","999","99","9999","9","0","12","9","0","0","59","90","999","9","9","11","99","99","9","0","0"
"3","1","99","999","99","9999","9","0","99","9","0","0","80","13","999","9","9","11","99","99","9","0","0"
"3","1","19","18","4","2011","0","0","63","6","0","0","17","89","39","2","3","11","3","8","0","0","0"
"3","1","63","402","14","2017","0","0","12","6","0","0","66","88","68","2","3","11","3","8","0","0","0"
"3","1","99","999","99","9999","0","0","12","9","0","0","83","13","999","9","9","11","99","99","0","1","0"
"3","1","22","18","4","2002","0","0","10","6","0","0","17","89","25","1","2","11","3","20","0","0","0"
"3","1","35","47","4","2016","0","0","12","6","0","0","66","88","40","1","1","11","3","1","0","0","0"
"3","1","35","47","4","2016","0","0","12","6","0","0","66","88","39","2","2","13","3","1","0","0","0"
"4","2","34","34","4","2000","0","0","6","6","0","0","53","21","21","1","1","11","99","20","0","0","0"
"3","1","42","42","4","2012","0","0","6","2","0","0","53","29","35","2","2","11","3","20","0","0","0"
"3","1","99","999","99","9999","0","0","12","2","0","0","19","11","999","9","9","11","99","99","9","0","0"
"3","1","6","52","6","2003","0","0","1","6","0","0","15","68","74","1","4","11","3","1","0","0","0"
"3","1","35","43","4","2015","0","0","10","4","0","0","10","98","23","1","2","11","3","2","0","0","0"
"3","1","23","402","14","2018","0","0","12","6","0","0","61","98","47","2","2","11","3","20","0","0","0"
"3","1","37","705","80","2008","0","0","12","6","0","0","51","32","24","1","2","11","5","99","8","0","0"
"3","1","59","31","4","2017","0","0","6","2","0","0","53","22","59","1","1","11","3","20","0","0","0"
"3","1","72","706","80","2003","0","0","0","2","0","0","80","98","22","1","1","11","5","99","8","0","0"
"3","1","12","37","4","2009","0","0","12","4","0","4","6","1","41","1","1","11","3","20","0","0","0"
"2","2","20","404","14","2008","0","0","99","9","0","0","87","13","28","2","9","11","99","99","9","0","0"
"2","2","7","29","4","2013","0","0","99","9","0","0","87","13","48","2","9","11","99","99","9","0","0"
"3","1","58","38","4","2007","0","0","6","4","0","0","53","25","55","2","2","13","3","20","0","0","0"
"3","1","37","706","80","2016","0","0","99","6","0","3","13","1","31","1","3","11","17","20","8","0","0"
"3","1","7","28","2","2016","0","0","62","6","0","0","17","89","35","2","1","11","3","1","0","0","0"
"4","1","76","703","83","2001","0","0","99","2","0","0","12","6","36","2","3","11","19","20","8","0","0"
"3","1","37","32","4","2016","0","0","99","6","0","0","17","69","25","2","1","11","3","1","0","0","0"
"3","1","55","35","4","2016","0","0","99","6","0","0","15","68","25","1","1","11","3","1","0","0","0"
"3","1","99","399","4","9999","0","0","2","9","0","0","11","49","999","9","9","11","99","99","9","0","0"
"3","1","37","999","49","9999","0","0","12","9","0","0","83","13","999","9","9","11","99","99","9","0","0"
"4","1","18","7","9","1998","0","0","6","6","0","0","53","25","21","2","1","11","3","20","0","0","0"
"4","1","72","709","80","1992","0","0","0","9","0","0","60","98","39","1","1","11","19","20","8","0","0"
"3","1","53","706","80","2007","0","0","12","6","0","0","12","6","27","1","3","11","19","20","8","0","0"
"3","1","12","402","14","2003","0","0","3","0","0","0","16","74","30","2","1","11","3","20","0","0","0"
"1","1","20","999","49","2007","0","1","82","9","0","5","87","3","28","1","2","11","3","20","0","1","0"
"3","1","7","422","15","2014","0","0","3","6","0","0","63","68","37","2","2","13","99","9","0","0","0"
"3","1","49","32","4","2010","0","0","12","6","0","0","15","68","21","1","1","11","3","8","0","0","0"
"3","1","20","421","15","2007","0","0","9","6","0","0","62","69","30","2","1","11","3","8","0","0","0"
"3","1","20","421","15","2007","0","0","9","6","0","0","62","69","5","2","1","21","4","9","0","0","0"
"3","1","20","421","15","2007","0","0","9","6","0","0","62","69","7","1","1","23","4","9","0","0","0"
"1","1","49","999","49","2016","0","0","3","9","0","0","64","48","24","2","3","23","3","99","0","0","0"
"1","1","13","999","49","2011","0","0","12","9","0","0","15","68","53","1","1","11","3","99","0","0","0"
"1","1","99","709","89","2015","0","0","12","9","0","0","62","69","30","1","1","11","19","99","8","0","0"
"3","1","99","999","99","9999","9","0","12","9","0","0","67","84","999","9","9","11","99","99","0","0","0"
"2","1","67","31","6","2012","0","0","61","2","0","0","70","77","61","1","1","11","3","20","0","0","0"
"3","1","22","22","4","2005","0","0","11","6","0","0","15","82","26","2","1","11","3","20","0","0","0"
"3","1","20","37","4","2011","0","0","12","6","0","0","67","83","21","2","1","11","3","20","0","0","0"
"2","1","58","403","14","2015","0","0","6","4","0","0","53","21","58","2","1","11","3","20","0","0","0"
"3","1","49","32","4","2011","0","0","11","6","0","0","62","69","25","2","2","11","3","8","0","0","0"
"3","1","49","32","4","2011","0","0","11","6","0","0","62","69","30","2","2","13","3","8","0","0","0"
"3","1","49","32","4","2011","0","0","11","6","0","0","62","69","11","1","2","29","3","9","0","0","0"
"3","1","49","32","4","2011","0","0","11","6","0","0","62","69","9","2","2","29","3","9","0","0","0"
"1","1","12","399","4","2015","0","0","62","9","0","0","64","69","47","2","3","11","3","9","0","0","0"
"1","1","12","399","4","2015","0","0","62","9","0","0","64","69","62","1","3","13","3","9","0","0","0"
"3","1","20","28","4","2015","0","0","12","6","0","0","50","20","76","2","3","11","3","8","0","0","0"
"3","1","7","442","20","2017","0","0","6","6","0","0","53","21","60","1","1","11","3","1","0","0","0"
"3","1","12","402","14","2017","0","0","6","6","0","0","53","98","67","1","1","11","3","20","0","0","0"
"1","1","53","399","4","2008","0","0","12","9","0","0","66","86","30","2","1","11","3","20","0","0","0"
"4","1","35","51","6","2017","0","0","12","6","0","0","13","11","999","1","9","11","99","99","9","0","0"
"4","1","20","37","4","2018","0","0","6","4","0","0","53","29","59","1","1","11","3","20","0","0","0"
"4","1","20","37","4","2018","0","0","6","4","0","0","53","29","12","1","1","13","8","99","0","0","0"
"4","1","20","37","4","2018","0","0","6","4","0","0","53","29","11","2","1","21","8","99","0","0","0"
"4","1","20","37","4","2018","0","0","6","4","0","0","53","29","9","2","1","23","8","99","0","0","0"
"4","1","20","37","4","2018","0","0","6","4","0","0","53","29","7","1","1","29","8","99","0","0","0"
"4","1","20","37","4","2018","0","0","6","4","0","0","53","29","6","2","1","29","8","99","0","0","0"
"4","1","99","884","64","9999","9","0","99","9","0","4","11","11","999","9","9","11","99","99","9","0","0"
"3","1","13","1","4","1987","0","0","12","6","0","0","13","5","45","1","4","11","3","20","0","0","0"
"3","2","35","50","4","2018","0","0","12","6","0","0","10","50","25","2","3","11","3","9","0","0","1"
"3","2","35","50","4","2018","0","0","12","6","0","0","10","50","5","1","2","21","3","20","0","0","0"
