"PERMVIT","RELJCT1","WEIGHT","MAKE","MODEL","ROLLOVER","VNUM_LAN","VTRAFCON","PCRASH5","ACC_TYPE","MDLYR_IM","IMPACT1_IM","PCRASH1_IM","INJ_SEV","REST_USE","AIR_BAG","SEX_IM","AGE_IM"
1,0,38.14895601764497,76,706,0,8,0,9,13,2003,12,1,2,17,20,1,27
3,0,44.41097307925562,37,31,0,8,97,1,52,1998,12,5,3,8,1,1,46
3,0,155.21814660764895,12,471,0,6,0,1,83,1995,12,1,2,8,20,2,19
2,0,44.41097307925562,20,481,0,8,20,1,82,1996,62,11,3,8,20,1,78
2,0,69.25332958347232,35,47,0,8,0,1,77,2016,11,5,2,3,20,2,57
2,0,26.820704280681433,73,706,0,2,0,1,83,2016,12,1,4,5,20,1,49
3,8,194.75206898567805,20,471,9,8,3,1,87,1998,83,1,2,3,20,1,63
2,0,131.69951627831998,37,32,0,2,0,3,20,2006,12,6,2,3,20,2,22
1,0,66.98383254374858,37,31,9,2,0,4,1,2016,12,6,2,99,9,2,54
2,0,160.22431180775772,20,403,1,2,0,4,7,2008,12,14,2,3,20,1,28
1,0,27.154190696522967,72,706,0,2,0,4,1,2000,12,14,3,17,20,1,52
3,0,156.64730850835215,7,442,0,8,20,1,87,2000,3,1,2,3,20,1,52
2,0,157.2876566965767,49,43,0,2,0,1,68,2011,12,11,2,1,9,2,81
2,0,36.743401200262326,7,472,0,5,0,2,50,2003,12,14,4,3,9,1,44
2,0,36.743401200262326,23,870,0,5,0,1,51,2017,12,14,3,3,9,1,67
3,0,159.99945570179912,12,37,0,8,0,1,20,2005,12,1,2,3,1,2,29
3,0,159.99945570179912,12,402,0,8,0,1,21,2011,6,5,2,3,20,1,27
1,8,70.99704695241965,37,399,0,8,0,4,2,2016,12,1,2,3,98,1,23
1,8,47.64461409241947,98,703,0,2,0,1,98,2008,0,1,2,19,20,2,34
3,0,13.937198853320496,37,31,0,2,3,1,82,2014,9,11,3,3,8,2,66
4,0,68.54769642209816,55,33,0,2,0,1,98,2014,6,5,2,3,20,2,27
3,0,13.235328400179197,37,441,0,2,0,2,50,2008,12,14,3,3,8,1,30
3,0,13.235328400179197,20,481,0,2,0,1,51,2015,12,14,3,3,8,1,36
2,0,157.2876566919991,2,405,9,2,0,4,1,2003,3,1,2,3,20,2,19
1,0,27.69230649089778,98,703,0,8,0,4,98,2011,0,1,2,5,20,1,56
2,0,66.29050597144663,36,38,0,0,0,7,82,2014,9,11,2,3,9,2,23
2,8,68.05440769080941,48,401,0,8,20,1,88,2016,12,1,2,3,9,2,81
3,8,26.96906923747267,12,461,1,2,0,1,28,2002,12,1,2,3,20,1,21
4,0,13.027699202664186,13,5,0,2,0,2,50,1998,12,6,3,3,1,1,21
4,0,13.027699202664186,63,34,0,2,0,1,51,2016,12,1,3,3,1,1,81
10,0,68.2497539431724,48,46,0,8,0,1,20,2014,12,1,2,3,1,1,32
10,0,68.2497539431724,20,481,0,8,0,1,21,2015,6,5,2,3,20,1,31
3,8,157.9384909589564,18,3,0,2,0,1,29,1992,6,2,2,3,20,2,62
2,8,27.952941041715345,98,701,0,3,0,1,25,2013,6,1,3,19,20,1,34
2,1,67.58158792785004,59,403,0,2,3,1,69,2008,12,1,2,3,20,2,39
4,8,157.9384909589564,12,23,0,5,3,1,21,2007,6,5,2,3,20,2,25
2,8,159.66737583761935,35,39,0,2,0,1,68,2007,12,11,2,3,20,1,27
2,0,163.08517075393542,32,55,0,8,0,1,76,2013,8,11,2,3,9,1,34
2,8,131.72054398836295,7,472,0,4,3,1,68,2007,81,11,2,3,20,2,24
5,0,26.076510646499244,49,32,0,4,0,1,25,2006,6,2,3,3,1,2,69
4,0,155.17164895421578,12,402,2,2,0,4,7,2006,0,15,2,3,20,2,24
1,0,157.30090507033808,55,33,0,8,0,4,11,2006,12,1,2,99,9,1,32
1,8,27.92694289764931,35,999,0,8,0,4,7,2012,12,1,3,3,98,2,24
2,8,14.427438849702835,48,999,0,8,0,1,25,2015,6,1,3,3,98,2,43
1,0,31.765583030089434,63,402,1,8,0,4,2,2006,1,1,4,20,98,2,47
2,0,26.07526944041561,7,482,0,4,3,3,84,2014,10,10,2,3,98,1,79
2,0,26.07526944041561,72,709,0,6,3,3,84,2012,3,11,2,19,20,2,44
3,0,15.31554896135953,7,29,0,2,0,1,50,2016,12,6,3,3,9,2,22
3,0,15.31554896135953,35,471,0,2,0,1,51,1991,12,1,4,3,98,1,69
5,0,13.037634719981355,20,25,0,3,0,1,68,2015,83,11,3,3,2,2,16
2,0,27.04102015921351,20,37,2,8,0,4,10,2008,0,1,3,20,98,2,27
7,0,13.037634719981355,37,32,0,8,0,1,83,2004,12,1,3,3,9,2,65
1,0,66.29050597144663,63,34,9,2,0,4,6,2016,0,14,2,3,9,2,52
2,0,27.939513066722494,37,706,0,2,0,4,3,2005,0,1,2,17,20,1,38
2,0,26.808824431605462,37,734,2,8,0,4,1,2003,0,1,3,17,20,1,26
1,0,26.808824431605462,63,32,0,2,0,4,6,2010,12,14,3,3,1,2,19
2,8,164.87585811955853,55,999,0,8,0,1,68,2010,12,11,2,3,9,2,39
4,0,14.001278789414002,49,999,0,8,3,1,29,2017,6,2,3,3,20,1,49
3,0,67.16247617402881,37,402,0,8,0,3,32,2017,8,2,2,3,20,1,64
2,0,160.62937693742535,63,34,0,8,0,1,83,2006,12,1,2,3,1,2,20
2,0,48.84543324258376,72,706,0,8,0,2,28,1999,12,6,3,5,20,1,50
1,0,33.21999344821024,49,401,0,8,0,4,2,1996,12,1,3,3,20,1,25
2,8,33.21999344821024,37,31,0,6,3,1,86,2012,12,1,3,3,9,1,25
2,8,33.21999344821024,54,41,0,6,3,1,87,2015,82,1,2,3,9,2,16
3,8,194.66217464989913,37,421,0,3,20,1,82,2010,7,11,2,3,9,1,69
2,8,82.62303099688133,12,32,0,8,0,1,88,2015,12,4,2,3,20,2,23
1,8,194.66217464432398,34,34,0,8,20,4,1,2011,82,1,2,99,9,1,23
1,1,160.18553561717732,39,36,0,2,0,4,7,2004,12,1,2,3,20,1,62
2,8,160.8769870464147,12,23,0,6,3,1,69,2006,12,1,2,3,1,2,29
5,0,68.14022451783879,37,441,0,5,3,1,21,2014,6,5,2,98,98,2,31
2,0,157.93849095838164,54,38,0,2,0,1,20,2005,12,1,2,3,1,2,22
2,8,157.9384909589564,41,51,0,4,0,1,20,2012,12,2,2,3,8,1,44
2,0,68.2428632914539,55,33,0,8,3,1,83,2017,12,1,2,3,1,2,58
1,0,57.42690191869192,35,999,1,8,0,4,2,2010,12,14,3,3,20,1,29
1,0,57.42690191869192,12,999,0,8,0,4,1,2008,12,14,3,3,20,2,28
2,8,27.92694289764931,6,399,0,8,3,1,28,2004,12,14,2,3,98,1,25
2,8,27.92694289764931,12,399,0,8,3,1,83,2011,12,1,3,3,9,1,33
1,0,156.64730850461262,12,481,0,2,0,5,92,1997,6,8,2,3,20,2,29
2,0,27.561556737886246,73,706,0,4,0,1,86,2006,12,1,3,19,20,1,33
2,0,14.921075396787229,63,999,0,4,0,2,50,2017,12,1,3,3,20,1,21
2,0,14.921075396787229,2,499,0,4,0,1,51,2011,12,1,3,3,20,1,62
1,0,70.9573411137865,49,999,0,8,0,4,6,2015,12,1,3,3,20,2,48
2,0,165.54169224406425,37,999,0,8,3,1,69,2000,12,1,2,3,20,2,56
1,8,15.057170469915022,18,19,9,8,3,4,1,2014,12,1,3,20,9,1,32
1,8,29.058809280488884,72,706,0,2,0,2,98,2007,0,1,2,17,20,1,68
3,0,42.03785470606385,49,402,0,2,0,2,98,2000,61,12,4,3,20,1,55
3,0,42.03785470606385,49,471,0,2,0,2,98,1994,12,6,2,20,20,1,38
6,0,33.75556455526577,12,3,0,2,0,2,50,1998,12,1,3,20,9,1,38
6,0,33.75556455526577,12,471,9,2,0,1,51,1997,12,1,3,3,20,1,20
2,0,33.435894043112796,37,709,0,5,0,1,45,2002,62,1,2,19,20,1,38
2,8,13.782262014765777,49,398,0,2,3,1,90,2018,12,1,3,3,8,2,49
2,8,13.782262014765777,63,32,0,2,3,1,90,2007,62,1,3,3,8,2,42
2,0,69.0489826403871,12,37,0,2,0,1,21,2017,6,7,2,3,20,1,51
2,0,74.96762657695649,35,43,0,2,0,4,6,2016,14,1,2,20,20,2,31
2,0,30.935279885205997,53,709,0,4,0,1,45,2006,81,1,3,19,20,1,37
3,0,13.965037671281095,48,46,9,4,0,1,45,2017,3,1,3,3,9,1,35
1,0,27.3394040173758,20,403,0,2,0,4,8,2005,12,1,3,99,20,1,34
2,0,157.30090507033808,20,16,1,4,0,4,1,1999,82,1,2,20,20,1,52
3,0,163.08517075393542,6,52,0,8,20,1,76,2006,12,11,2,3,20,2,50
3,0,163.08517075393542,13,1,0,8,0,1,77,2000,9,1,2,3,20,2,29
2,0,71.09160669401894,49,43,0,2,0,1,25,2014,6,14,2,3,20,1,82
2,0,71.09160669304927,37,31,0,6,3,1,45,2015,7,1,2,3,20,2,49
3,0,68.2428632914539,20,9,0,5,3,1,68,2015,12,11,2,3,1,2,23
9,0,27.571086465225957,37,31,0,8,0,2,50,1998,12,1,3,99,1,1,28
4,8,40.06662570166271,2,403,1,4,3,1,45,2017,61,1,3,3,20,1,44
2,0,70.55779414487333,35,999,0,8,0,1,82,2017,7,11,2,3,20,2,24
2,0,31.67252627422018,37,402,0,2,0,1,21,2012,6,5,3,3,20,2,61
1,0,27.3394040173758,41,37,0,4,0,4,1,2000,12,1,3,3,1,2,32
2,8,29.018940998605512,20,16,0,8,3,1,20,1999,12,1,3,3,98,2,56
3,8,72.54516699875528,37,31,0,0,0,7,82,2006,61,11,2,3,98,2,38
3,8,72.54516699875528,37,39,0,8,0,1,83,2017,12,1,2,3,98,2,38
3,8,172.32592298182513,34,34,0,8,0,1,20,2009,12,1,2,99,99,2,45
4,0,130.5725126721335,49,403,0,2,0,1,21,2006,6,5,2,3,20,1,79
3,8,13.527384125982277,55,35,0,8,3,1,87,2014,1,1,3,3,1,1,96
2,8,28.058709005313414,72,706,0,2,0,1,28,2006,12,1,2,19,20,1,66
4,8,27.539046063332894,6,51,0,2,20,1,82,2006,62,11,2,3,20,2,40
4,8,27.539046063332894,37,32,0,2,0,2,83,2002,12,1,3,3,1,2,27
1,0,30.337788331165676,99,709,0,2,0,2,13,2004,12,1,3,98,98,1,25
2,0,28.599289286285345,98,703,0,4,0,1,25,2013,6,1,2,17,20,1,64
2,0,15.00905552497687,42,42,0,8,0,1,77,2017,12,1,3,3,1,1,28
5,0,159.34962838819715,20,9,0,2,0,1,69,1975,12,1,2,3,20,1,36
4,0,27.534924163810622,12,481,1,2,0,4,6,2001,3,14,3,3,99,1,34
3,0,15.00905552497687,20,37,0,8,3,1,82,2016,10,11,2,3,1,2,17
5,8,159.45162566012723,35,47,0,4,0,1,20,2003,12,1,2,3,1,1,20
2,8,26.90515440026045,20,481,0,4,3,1,77,2001,12,1,3,3,1,1,18
2,8,26.90515440026045,63,402,0,8,3,1,76,2016,1,11,3,3,1,2,55
1,0,154.69724184401122,20,471,1,2,0,4,6,2003,0,1,2,3,20,1,60
2,0,65.24343016482267,20,481,1,2,0,4,1,2014,12,1,2,3,9,1,39
2,8,28.45463736352787,98,703,0,7,0,1,83,2016,12,1,3,5,20,1,37
6,8,13.527384125982277,37,39,0,5,3,1,68,2016,12,11,3,3,8,2,37
4,8,13.527384126100724,49,32,0,4,3,1,69,2016,11,1,3,3,8,2,34
3,8,68.1937984415113,54,44,0,3,0,1,86,2016,12,1,2,3,1,1,48
2,0,37.793519534621275,12,422,0,2,0,1,50,2017,12,1,2,3,9,2,46
2,0,37.793519534621275,20,2,0,2,0,1,51,2007,12,1,4,3,9,1,24
1,8,14.522069847382607,42,42,0,8,0,4,10,2017,7,14,3,20,9,1,23
2,8,172.32592298182513,12,461,2,8,0,2,98,2004,0,1,2,3,98,2,23
2,8,148.74287183314206,82,884,2,8,0,6,98,2013,0,1,3,3,98,1,39
6,8,13.782262014765777,19,18,0,5,3,4,80,2014,12,10,3,3,8,1,54
6,8,13.782262014765777,37,31,0,4,3,1,81,2017,12,5,2,3,8,1,26
2,8,68.34612999062786,20,405,0,4,0,1,21,2014,6,5,2,3,20,2,38
5,8,68.2497539445074,35,43,0,2,0,1,21,2014,6,5,2,3,1,2,57
2,8,14.522069847382607,52,47,0,8,21,1,23,2016,6,5,3,3,98,1,66
1,8,29.018940998605512,49,472,2,8,0,4,3,1998,0,14,3,3,98,2,47
7,0,12.95809317450402,35,39,0,3,0,1,66,2005,61,5,3,3,1,2,56
7,0,12.95809317450402,63,34,0,3,0,1,98,2015,12,5,3,3,1,2,33
3,0,12.582455423391174,49,999,0,8,21,1,25,2015,6,1,2,3,20,2,59
2,8,13.390861563815836,12,17,0,8,40,1,51,2016,12,14,3,20,8,1,39
2,8,13.390861563815836,12,17,0,8,40,2,50,2015,12,14,2,20,8,1,26
1,0,27.69872294453196,42,42,0,4,0,2,0,2002,0,14,3,3,1,1,18
3,8,67.58158792785004,37,402,0,2,3,1,83,2003,12,1,2,3,1,2,31
3,8,67.58158792785004,49,40,0,8,3,1,82,2018,8,11,2,3,8,1,60
4,8,157.9384909589564,55,42,0,8,3,1,21,2013,6,5,2,3,20,2,47
1,8,27.69872294453196,49,44,0,3,0,4,7,2003,12,14,3,3,1,2,30
2,0,160.2926854469363,55,399,0,2,0,2,50,2013,12,1,2,3,20,2,24
4,0,27.82644600081746,7,442,0,2,0,1,51,2006,12,1,3,3,1,2,58
1,0,27.798571536136553,37,701,0,2,97,4,6,2013,11,10,3,17,20,2,36
4,0,159.38534426845627,49,46,0,4,0,1,79,2012,12,1,2,3,20,1,41
1,8,29.018940999069592,20,481,0,8,0,4,7,2009,12,14,3,20,9,1,23
1,1,29.87819620096333,73,706,0,5,3,3,98,2006,0,1,3,19,98,1,70
3,0,70.95734111327079,35,399,0,3,3,3,68,2014,12,11,2,3,20,1,24
2,0,35.645192618861216,72,709,0,3,0,1,32,1999,12,1,3,19,98,1,57
2,0,193.3845999043668,37,402,0,3,0,1,29,2007,6,2,2,3,20,2,57
1,0,178.4020868640767,52,46,0,4,0,4,2,2005,12,1,2,3,9,1,21
2,8,30.93527988488877,76,704,0,4,0,1,77,2016,12,1,2,19,20,2,28
2,0,69.25332958347232,18,404,0,8,0,1,68,2015,5,11,2,3,9,2,29
2,8,22.974487886750833,42,42,0,2,0,1,48,2016,5,2,3,3,20,2,41
1,0,163.08517075393542,35,47,0,8,0,4,1,2010,12,1,2,3,1,2,39
1,1,27.30977253629348,58,36,0,2,0,4,6,2002,12,1,3,3,1,1,18
2,0,27.82644600081746,20,32,0,2,3,1,87,1997,3,1,3,20,1,1,59
1,0,159.66737583761935,35,472,1,2,40,4,7,2000,82,14,2,20,1,1,20
2,0,29.25150952021224,37,705,0,8,0,9,73,2017,9,1,2,5,20,1,20
5,0,27.571086465225957,12,3,0,8,3,1,21,2005,6,5,3,3,20,2,35
2,8,27.309772535671428,35,39,1,5,0,4,1,2002,12,14,2,3,1,1,46
3,8,16.212958579542804,20,25,0,8,0,1,69,2014,12,1,3,3,9,1,52
2,0,68.14022451783879,20,2,0,4,0,1,21,2015,6,5,2,98,98,1,22
1,0,27.351255617046537,23,441,0,2,0,4,1,1990,12,14,3,20,20,1,23
2,8,36.743401200262326,82,881,0,3,0,3,85,2007,12,14,3,3,20,1,53
2,8,36.743401200262326,23,481,9,2,20,3,85,2008,9,11,4,3,9,1,59
1,0,93.23381411011977,7,24,1,2,0,4,6,2014,12,14,3,3,20,1,33
3,0,26.339731920877647,35,47,0,8,0,1,69,2010,11,1,3,8,1,2,44
4,0,13.59184538847031,63,401,0,4,3,1,20,2005,12,1,3,99,20,1,60
4,0,13.59184538847031,19,20,0,4,3,1,98,2014,6,5,3,99,20,1,83
1,0,28.533752049364463,37,705,0,6,0,3,98,2006,0,1,2,17,20,1,24
2,0,70.1987007501779,37,999,0,8,0,1,21,2016,6,5,2,99,20,2,26
3,0,13.825776484962867,35,999,0,8,0,1,29,2016,6,2,3,3,20,1,70
4,0,153.3553804069375,6,441,0,2,0,1,65,2004,9,1,2,8,20,2,31
2,8,170.91254129771343,13,421,0,8,20,2,89,2006,9,1,2,1,9,1,25
4,0,29.146866373824583,6,399,0,3,0,1,28,2005,12,1,3,3,20,1,64
1,0,26.811071454652268,72,706,0,2,0,4,1,2007,12,14,2,19,20,1,57
1,8,25.527208761319823,20,481,2,2,0,4,7,2008,0,14,3,3,20,1,73
4,8,64.46572720417126,20,423,0,2,20,1,87,2014,2,1,2,3,8,1,27
4,8,64.46572720417126,20,481,0,2,0,1,86,2014,12,1,2,3,8,2,16
4,0,83.84834562909549,7,28,0,2,0,1,28,2014,12,1,2,3,9,1,27
5,8,13.390861563815836,20,2,0,2,3,1,22,2015,6,5,3,3,20,2,30
3,8,39.64862247690468,30,32,0,2,20,1,82,1969,63,11,4,20,20,1,77
3,8,39.64862247690468,12,481,0,2,0,2,83,2017,12,1,2,3,9,2,20
1,0,74.96762657940108,49,32,1,3,0,4,1,2017,12,1,2,3,9,1,20
9,0,12.818712290300242,7,27,0,8,0,1,20,2018,12,1,3,3,8,1,47
1,0,167.6259563221824,7,422,0,2,0,4,3,2004,12,2,2,3,1,1,19
4,0,163.08517075393542,20,2,0,8,3,1,68,2000,12,11,2,3,1,1,23
4,0,163.08517075393542,12,401,0,8,3,1,69,2012,9,1,2,3,9,1,36
2,0,13.59184538847031,41,403,0,8,3,1,82,2015,9,11,3,8,9,2,62
3,0,13.59184538847031,12,471,1,8,3,1,87,1999,83,1,2,8,99,1,71
7,1,68.03654188173027,49,40,0,4,3,1,68,2018,2,11,2,3,8,2,63
12,0,20.88806971225478,85,881,0,2,0,1,20,2006,12,1,2,3,20,1,42
12,0,20.88806971225478,20,22,0,2,0,1,21,2007,6,5,2,3,1,1,29
12,0,20.88806971225478,49,402,0,2,0,1,98,2016,6,5,3,3,8,2,54
3,8,33.219993448816496,58,37,0,4,3,1,89,2003,63,1,3,3,20,1,70
3,8,33.219993448816496,20,422,0,4,3,1,88,2009,12,1,2,3,9,1,21
7,0,13.627073829509266,49,442,0,2,0,2,64,2017,11,1,3,3,9,1,43
7,0,13.627073829509266,12,461,1,2,0,1,65,2003,7,1,2,3,20,1,43
2,8,67.85786884568931,19,20,0,2,0,1,88,2014,12,1,2,3,9,1,39
4,0,40.42351510028027,49,32,0,2,0,4,2,2017,1,11,3,3,8,1,34
1,0,29.267514427311127,49,50,0,2,0,4,6,2007,12,1,3,3,1,2,58
3,0,27.398618592356147,20,481,0,2,0,2,64,2000,62,1,3,3,20,1,31
2,0,21.16524498736391,20,481,0,2,0,2,50,2015,12,1,2,3,8,1,67
2,0,21.16524498736391,7,25,0,2,0,1,51,2008,12,1,4,3,8,2,59
1,0,22.550467875954908,76,709,0,8,0,1,13,2017,12,1,4,17,99,1,22
1,0,48.36904122935871,7,472,9,8,0,4,2,2005,0,14,3,3,20,1,37
2,0,28.09105559070563,34,709,0,8,0,1,93,2017,12,5,2,29,20,1,42
4,1,159.99945570001384,65,31,0,8,1,1,68,2008,12,11,2,3,8,2,13
3,0,51.203226481452084,12,471,9,5,0,2,50,1997,12,1,4,3,1,2,40
3,0,51.203226481452084,41,52,0,5,0,1,51,2007,12,1,3,3,1,2,55
1,0,39.43274925959032,73,705,0,8,0,1,98,2017,0,1,2,19,20,1,28
3,0,159.54854962025564,37,37,0,6,0,1,74,2010,12,11,2,3,9,1,63
3,0,159.54854962025564,63,38,0,6,0,1,74,2010,12,10,2,3,9,2,27
1,0,39.43274925959032,72,706,0,8,0,2,98,2006,0,1,2,17,20,1,23
1,0,39.597723998724476,48,45,9,3,0,4,6,2008,0,1,3,3,8,1,37
3,0,68.05440769080941,12,401,1,0,0,7,82,2006,10,11,2,20,9,2,25
3,0,68.05440769080941,35,49,0,3,0,1,83,2017,12,1,2,3,8,2,67
2,8,30.935279886017614,72,706,0,8,0,1,83,2015,82,1,2,19,20,1,33
1,0,16.416304491134152,20,25,0,2,0,4,1,2016,12,1,3,3,20,1,28
1,0,32.50973586112167,7,482,1,2,0,4,6,2010,12,14,3,3,20,2,19
1,0,32.11839313704494,72,706,0,4,0,2,98,2009,0,1,2,19,98,1,39
1,8,16.429131192859263,49,40,0,8,20,4,11,2014,12,1,3,3,9,1,28
11,0,157.9384909589564,37,32,0,4,0,1,29,2010,6,2,2,3,20,2,54
2,8,136.17364299687387,12,870,0,2,0,1,66,2010,9,14,2,3,20,2,61
2,8,27.539046063332894,49,402,0,2,3,1,68,2006,81,11,3,3,8,1,88
1,0,27.881923640474383,59,35,0,6,0,4,1,2009,3,10,4,3,8,1,29
5,0,39.64862247690468,14,401,9,4,0,4,7,2000,82,14,2,20,20,2,30
2,0,30.42650220593386,72,706,0,2,0,1,98,2007,0,1,2,19,20,1,65
3,8,68.19379844320726,49,40,0,6,3,1,69,2005,11,1,2,3,20,1,44
2,0,30.426502207022732,72,706,0,5,0,1,45,2003,81,2,2,19,20,1,57
1,8,27.69872294453196,12,481,1,8,0,4,1,1997,1,14,3,3,20,1,71
5,0,13.627772554886091,55,35,0,4,0,1,66,2016,1,1,4,3,1,2,57
5,0,13.627772554886091,23,481,9,3,0,2,98,2002,12,1,2,20,1,2,31
2,0,47.64461409241947,72,706,0,2,0,1,98,2009,0,1,2,19,20,2,52
1,0,26.174898802400136,72,706,0,4,3,3,98,2003,0,14,2,17,20,1,53
2,8,29.018940998605512,49,40,0,8,3,1,68,2006,81,11,3,3,98,2,70
3,0,36.61963250999382,20,401,0,2,20,1,87,2002,3,1,4,3,20,2,43
3,0,36.61963250999382,82,881,0,2,0,1,86,1998,12,1,2,3,20,1,55
1,0,39.10682665242007,12,23,9,2,0,4,6,2006,0,14,3,3,9,1,18
2,0,161.230742893657,7,482,2,3,98,1,98,2007,0,14,2,3,20,1,69
2,8,26.851705189385978,54,41,0,3,0,2,50,2013,12,1,3,3,9,1,30
2,8,27.154190695465086,53,706,0,5,0,1,83,1996,12,1,3,19,20,1,33
1,0,12.95809317450402,12,32,0,3,0,1,32,2015,12,1,3,3,8,2,39
2,0,36.743401198381214,37,31,0,2,0,2,50,1989,12,14,4,20,20,1,18
2,0,36.743401198381214,20,481,0,2,0,3,51,1995,12,1,2,3,20,1,78
2,0,27.351255617046537,49,472,0,2,0,4,2,1996,12,14,3,3,20,2,53
2,0,133.20609619094,37,32,0,2,0,1,89,1997,62,1,2,3,20,1,59
7,8,27.35125561746584,7,472,1,3,20,1,87,2001,1,1,2,3,9,2,18
7,8,27.35125561746584,63,33,0,3,0,2,86,2009,12,1,3,3,9,2,31
6,8,15.41709587562521,37,999,0,8,0,1,20,2017,12,1,3,3,9,1,21
2,0,32.269675716764176,76,709,0,8,0,1,25,2015,6,1,2,19,98,1,53
1,0,13.370292815595292,42,54,0,6,0,4,7,2018,12,14,3,3,8,2,25
1,0,160.8769870486611,12,16,0,4,0,4,7,2008,11,1,2,3,1,2,24
3,0,68.19379844050107,6,51,0,7,0,1,98,2015,63,1,2,3,2,2,70
2,8,67.58158792785004,35,47,0,4,0,1,20,2016,12,1,2,20,1,2,23
2,8,67.58158792785004,20,22,0,4,0,1,22,2006,6,5,2,3,20,2,28
3,8,27.952941041715345,74,706,0,3,0,1,83,1997,12,1,2,19,20,1,62
1,0,66.40900788828408,12,481,9,2,0,4,1,2017,0,1,2,99,2,1,43
3,8,37.79959768708666,63,402,0,8,0,1,24,2011,12,1,3,99,1,2,24
3,0,37.79959768708666,12,402,0,8,0,1,72,2011,9,11,2,99,20,2,34
3,0,37.79959768708666,72,706,0,8,0,2,73,2012,12,6,2,29,20,1,59
1,0,74.49259659125185,72,706,0,8,0,3,98,2006,0,14,3,98,20,1,53
1,0,74.11694294072599,20,481,0,8,0,4,11,2017,12,1,2,3,20,1,31
1,0,160.40766104567757,52,37,9,8,0,4,7,2007,62,1,2,3,20,1,23
2,8,74.11694294072599,20,404,0,2,0,1,68,2006,12,11,2,3,20,2,76
2,0,160.40766104567757,20,37,0,8,3,1,88,2004,12,1,2,3,1,1,55
3,0,160.4076610511714,20,421,9,8,0,4,7,2003,0,1,2,3,20,2,42
1,0,105.96832572172544,7,27,9,2,0,6,98,2017,0,1,3,3,2,1,24
2,0,160.4076610511714,20,22,0,8,0,4,6,2006,9,14,2,99,20,1,23
1,0,135.3841402274092,51,881,9,8,0,6,98,2008,0,14,2,3,20,1,72
1,0,88.93922121365331,35,50,0,2,0,1,13,2015,12,1,2,3,1,1,77
1,1,88.93922121365331,20,473,0,2,0,4,6,2015,10,1,2,3,8,1,72
3,8,69.05316201907742,20,20,0,2,0,1,20,2001,12,6,4,3,20,2,15
3,0,88.93922121365331,20,404,0,2,0,2,50,2015,12,1,2,99,8,1,26
9,8,13.390861563815836,12,23,0,2,0,2,20,2010,12,15,3,3,1,1,30
9,8,13.390861563815836,55,35,0,2,0,1,21,2016,6,5,3,3,1,2,27
9,8,13.390861563815836,20,422,0,2,0,1,98,2005,6,2,3,3,1,2,42
2,8,72.54516699875528,20,37,0,8,0,1,45,2016,62,1,2,3,98,2,38
1,8,29.878196201792353,72,706,0,8,0,4,7,2006,0,14,3,19,20,1,41
1,8,27.69872294453196,49,40,9,2,0,4,1,1994,1,1,3,3,20,2,60
2,0,27.027980919403934,20,471,1,8,0,4,1,2000,12,14,3,20,1,1,25
1,0,66.22015236205291,72,706,0,8,0,4,2,2001,0,1,3,17,20,1,42
1,1,30.337788331650895,37,705,0,4,0,4,6,2002,3,1,2,5,20,1,21
2,8,14.150473637200855,63,401,0,4,3,1,20,2011,12,1,3,99,8,2,79
2,8,14.150473637200855,35,43,0,4,3,1,21,2016,6,5,4,99,8,1,45
5,0,68.38656772736466,7,29,0,8,0,1,28,2013,12,1,2,3,1,1,63
5,0,68.38656772736466,20,421,0,8,0,1,29,2017,6,2,2,3,20,1,51
1,0,27.534924163810622,12,481,0,2,0,4,1,2007,12,1,3,3,20,1,18
3,0,27.763795792439346,37,706,0,2,0,2,32,2006,12,15,3,5,20,1,42
1,1,27.763795792439346,53,705,0,3,0,2,98,2015,0,1,2,17,20,1,27
1,0,68.38656772736466,35,47,0,8,0,4,1,2015,12,1,2,3,1,2,42
4,0,15.00905552497687,63,38,0,4,3,1,69,2017,12,1,2,3,1,1,87
7,0,27.534924163810622,12,471,1,3,3,4,7,2000,8,1,3,3,20,1,63
1,0,27.297360639656915,35,43,0,2,0,4,1,1993,12,1,3,3,20,1,61
4,0,27.297360639656915,6,51,0,3,0,1,20,2005,12,1,3,3,1,1,54
1,0,27.023875283648945,37,704,0,2,0,4,1,1982,0,14,3,5,20,1,59
2,0,13.0551785243994,12,37,0,2,0,2,50,2006,12,14,4,3,99,1,22
2,0,13.0551785243994,49,32,0,2,0,1,51,2016,12,14,4,3,99,2,23
1,0,26.187569320097325,49,40,1,2,0,4,6,2008,12,1,3,20,20,2,34
2,0,26.187569320097325,41,37,0,2,0,2,64,1998,61,1,3,3,1,1,20
1,0,27.023875283648945,72,706,0,8,0,4,6,2009,12,14,3,17,20,1,22
2,0,132.8063502392636,20,401,0,2,3,1,89,1998,62,1,2,20,20,1,26
1,0,65.4960280558291,12,462,2,2,0,4,2,2016,0,1,2,3,2,1,37
1,0,132.80635024289847,82,881,2,2,0,1,98,2003,0,14,2,3,20,1,57
1,0,154.50447575580313,20,401,9,8,0,4,6,1998,0,14,2,3,20,1,38
1,0,27.21642618755383,49,482,1,2,0,4,6,2012,12,14,3,3,8,1,62
2,0,27.437672009186173,72,706,0,2,0,1,13,2017,12,14,3,17,20,1,40
1,0,27.437672009186173,72,706,0,2,0,4,1,2017,0,14,2,5,20,2,52
2,0,27.023875283648945,76,701,0,3,0,1,73,2008,3,1,2,17,20,1,19
