"PERMVIT","RELJCT1","WEIGHT","MAKE","MODEL","ROLLOVER","VNUM_LAN","VTRAFCON","PCRASH5","ACC_TYPE","MDLYR_IM","IMPACT1_IM","PCRASH1_IM","INJ_SEV","REST_USE","AIR_BAG","SEX_IM","AGE_IM"
2,0,27.132126257062236,73,703,0,8,0,1,90,2006,14,98,3,19,20,1,26
2,0,27.132126257062236,22,2,0,8,20,1,90,2003,9,4,2,8,20,1,93
1,0,27.82644600081746,12,402,0,4,0,4,11,2006,9,1,3,20,1,2,29
4,0,27.339404016512837,23,421,0,8,0,4,6,2009,12,14,3,20,1,2,40
2,0,73.4680961505146,63,37,0,5,3,1,68,2015,12,11,2,99,99,2,81
2,0,160.22431180775772,7,20,0,2,0,1,69,2005,12,1,2,3,1,1,31
4,0,130.8938473926564,23,421,0,2,0,4,7,2002,12,14,2,20,9,1,35
2,8,154.697241839411,12,3,0,2,21,4,1,2009,5,1,2,3,9,1,18
3,8,39.61388493675636,76,705,0,2,0,1,83,2000,12,1,4,19,20,1,23
3,8,39.61388493675636,73,706,0,2,0,1,98,2007,2,1,2,19,20,1,28
1,8,29.87819620167258,72,706,0,8,21,4,6,2010,12,14,3,19,20,1,30
2,0,160.18553561717732,2,403,9,2,0,2,47,1994,11,15,2,3,20,2,21
3,0,74.11694294072599,48,401,0,8,3,1,21,2018,6,5,2,3,20,2,59
1,0,244.1231680508098,20,481,0,4,0,4,6,2002,12,1,2,3,1,1,28
3,0,104.58331998715204,82,881,0,1,40,1,20,2014,12,1,4,20,20,1,59
2,0,30.42650220618877,73,705,0,2,0,1,45,2013,1,1,2,19,20,1,24
6,0,159.38534426618233,41,50,0,8,0,1,20,2010,12,1,2,3,1,2,31
2,0,68.14022451866317,30,40,0,4,3,1,24,2018,12,1,2,3,8,1,20
2,0,68.14022451866317,12,23,0,4,3,1,25,2012,6,1,2,3,20,1,22
5,0,134.17014196820784,6,52,0,3,3,2,89,2007,11,1,2,99,9,1,60
1,0,161.230742893657,12,37,9,2,0,4,1,2007,3,14,2,3,20,2,46
2,0,27.154190696522967,77,706,0,4,0,1,69,2006,12,1,2,19,20,1,60
2,0,27.154190696522967,35,51,0,4,0,2,68,2013,12,11,2,3,9,2,68
2,0,159.38534426592508,35,47,0,2,0,1,87,2010,3,1,2,3,20,2,63
6,0,27.1541906966608,72,706,0,4,0,1,83,2016,12,1,3,19,20,1,23
4,0,13.825776484981503,37,399,0,8,0,1,28,2017,12,2,3,3,9,2,40
9,8,172.32592298182513,7,482,0,8,3,1,79,2005,83,1,2,3,98,2,67
2,8,33.435894043112796,72,709,0,8,0,1,89,1969,61,1,3,19,20,1,52
1,8,33.75556455526577,42,43,0,5,3,4,6,2000,1,1,3,99,9,1,64
2,8,29.018940998605512,35,443,0,8,3,1,86,1999,12,1,3,3,98,1,52
1,0,29.267514426458778,22,22,0,2,0,4,6,2007,12,1,3,99,99,2,24
2,8,14.522069847382607,20,25,0,8,0,4,10,2014,11,1,3,3,98,2,32
2,0,65.24343016440955,35,50,0,4,0,1,83,2015,12,14,2,3,20,1,22
3,0,157.30090507033808,49,40,0,4,0,1,83,2000,82,1,2,3,20,1,23
2,8,64.18333745028762,35,39,0,2,20,4,6,2017,12,10,2,3,8,1,51
3,8,68.05440769080941,49,405,0,3,0,1,82,2018,9,11,2,3,9,2,68
2,0,32.11839313704494,72,706,0,2,0,4,98,2016,0,1,2,19,98,1,46
4,0,16.429131192859263,23,481,0,0,0,7,98,2002,12,12,3,3,20,1,22
4,0,16.429131192859263,49,401,0,6,0,1,98,2016,12,1,2,3,20,1,37
2,8,67.58158792785004,14,6,0,3,3,1,68,2001,3,11,2,3,20,1,31
1,0,13.782262014765777,35,47,0,3,0,4,6,2015,11,1,3,3,8,2,38
1,0,28.807531573260114,13,12,9,2,0,4,2,2002,12,14,4,20,20,2,58
6,0,160.40766104567757,12,37,0,2,0,1,69,2009,12,1,2,3,1,2,22
6,0,160.40766104567757,7,442,0,2,0,1,68,1998,1,11,2,3,20,1,30
1,0,26.65419553621472,58,38,9,4,0,4,2,2012,0,1,3,3,1,1,24
2,8,29.765296240486098,98,701,0,5,3,1,71,2012,12,1,4,5,20,1,31
5,0,30.33778833094968,63,34,0,3,50,1,98,2014,6,1,2,3,20,1,45
3,8,160.87698704395555,6,52,0,4,0,1,69,2001,62,1,2,3,20,2,21
1,0,39.64862247726548,55,36,1,2,0,4,7,1999,12,1,4,20,20,1,52
2,8,68.19379844194354,37,421,0,2,3,1,98,2016,11,5,2,3,20,1,66
4,0,30.93527988462828,98,709,0,6,0,1,28,2014,12,1,2,19,20,1,34
2,0,30.93527988525235,73,705,0,2,0,1,45,2013,82,1,3,5,20,1,24
3,0,30.93527988488877,53,705,0,3,0,1,48,2007,61,1,2,19,20,1,45
3,8,27.027980919403934,37,31,0,2,0,4,1,1992,12,15,2,3,99,1,19
4,0,68.2497539445074,55,35,9,3,0,2,46,2017,83,15,2,3,20,2,34
2,8,27.145596407882714,63,37,0,2,0,1,68,2013,83,11,3,3,20,2,45
1,0,29.25150952021224,53,706,0,8,0,1,98,2016,0,14,2,16,20,1,44
2,0,107.4887488510807,72,706,0,2,0,4,1,2005,0,14,2,5,20,1,62
4,0,156.6473085073715,20,2,0,2,0,1,81,2011,12,14,2,3,9,2,32
9,0,66.98383254343358,36,38,0,4,0,2,46,2013,5,15,2,3,20,1,25
1,0,167.62595632645642,55,35,2,2,0,2,98,2003,0,14,2,3,20,1,19
6,8,202.19329407012202,18,25,0,5,3,1,20,2016,12,1,2,3,1,2,72
5,8,74.67270872202776,72,706,0,2,0,1,24,2006,12,1,2,19,20,1,62
2,8,167.62595631746856,20,22,0,2,0,1,83,2005,12,1,2,3,20,2,45
5,0,65.90088958480054,49,46,0,2,0,1,83,2015,81,1,2,3,9,2,22
3,0,27.571086465225957,12,481,0,8,0,2,47,1998,9,15,3,20,1,1,20
1,0,155.17164895421578,30,40,0,8,0,4,11,2007,12,1,2,3,1,2,18
1,0,64.46572720417126,42,401,0,2,0,4,1,2014,81,10,2,20,1,1,17
2,0,26.912971524873797,76,705,0,4,0,1,77,2007,12,1,2,98,20,1,33
1,0,163.08517075393542,12,3,0,4,0,4,1,2003,1,1,2,3,20,2,20
3,0,67.43645722791219,34,402,0,4,0,1,29,2017,6,2,2,3,20,2,51
2,0,159.38534426845627,20,37,0,4,3,1,68,2010,12,11,2,3,1,2,26
4,0,131.6995162817566,12,16,0,5,0,1,20,2004,12,15,2,3,20,1,24
1,0,27.82644600081746,19,3,0,2,40,4,1,1988,12,1,3,20,20,1,18
1,8,158.28528352572033,20,473,1,2,0,4,7,2006,12,1,2,3,20,2,21
4,0,159.66737583761935,37,32,0,4,40,2,50,2002,12,15,2,3,1,1,31
3,0,165.54169224406425,42,399,0,8,0,2,98,2012,6,12,2,3,20,1,75
3,0,29.146866374456913,3,499,0,8,0,3,68,2006,12,11,3,3,20,2,48
1,8,33.21999344821024,37,31,0,8,0,4,1,2011,1,1,3,3,9,1,28
2,8,82.62303099393725,49,40,0,0,0,7,78,2013,62,10,2,3,20,1,98
2,8,82.62303099393725,49,40,0,5,0,1,79,2018,82,1,2,3,20,2,21
1,0,16.071732220583456,12,462,0,2,0,4,6,2016,81,1,3,20,9,1,57
1,8,60.63570313360005,72,709,0,8,3,1,98,2005,0,1,2,19,20,1,67
1,0,82.62303099688133,20,421,0,8,0,4,1,2015,1,14,2,3,20,1,18
1,0,32.50973586112167,51,45,9,2,0,4,7,2006,81,1,3,3,9,1,56
1,0,160.18553561717732,35,47,0,2,0,4,1,2001,12,1,2,3,20,2,39
3,8,27.539046063332894,30,441,0,2,20,1,82,1987,9,11,2,3,20,2,70
1,0,27.50165493603859,72,706,0,2,0,2,98,2016,0,1,3,19,20,2,59
2,0,30.935279885205997,53,709,0,6,0,1,24,2003,12,1,2,19,20,1,35
3,0,30.66203670504017,55,36,0,3,0,1,28,2003,12,1,3,3,9,1,55
1,0,47.64461409241947,35,443,0,2,0,4,1,2014,12,14,3,3,8,1,37
3,0,33.25474918674909,49,46,0,0,0,7,48,2001,62,8,3,3,9,1,68
2,8,34.772086691959494,53,709,0,2,0,1,83,2008,62,1,2,19,20,1,25
1,1,27.69230649089778,37,706,0,8,0,3,98,1998,0,14,2,5,20,1,48
1,0,157.30090507033808,54,421,0,3,0,4,3,2010,12,1,2,3,9,1,40
2,0,14.702802354249961,49,43,0,3,3,1,68,2004,12,11,3,3,1,2,79
2,0,14.702802354249961,48,47,0,4,3,2,69,2015,12,1,3,3,8,1,23
4,0,28.533752049364463,53,706,0,2,0,1,51,1999,12,14,3,19,20,1,67
1,0,27.691724508586443,73,705,0,8,20,2,98,1995,0,11,2,5,20,1,19
4,8,155.37669464894665,37,31,0,2,0,1,20,2004,12,1,2,3,8,2,19
1,0,27.03574664452492,72,706,0,8,0,1,13,2005,12,1,2,17,20,1,45
1,0,155.37669465097196,12,481,0,8,0,4,1,2005,12,1,2,20,9,1,35
1,0,13.382970729892246,37,402,0,8,0,4,1,2016,61,1,3,3,9,2,76
1,0,39.43274925959032,73,705,0,8,0,1,98,2009,0,14,2,19,20,1,49
2,8,14.427438849702835,41,399,0,8,0,4,6,2016,12,1,3,3,98,1,31
3,0,39.597723998724476,37,32,0,1,0,6,98,2003,9,12,3,20,8,1,88
1,0,39.43274925959032,73,706,0,8,0,4,1,2006,12,14,2,29,20,1,57
4,8,70.99704695234986,48,499,0,8,0,2,50,2016,12,14,2,3,9,1,34
1,0,39.43274925959032,72,706,0,8,0,4,1,1997,0,14,2,17,20,1,62
1,0,27.691724508586443,72,706,0,2,0,1,13,1994,12,1,3,5,20,1,68
5,8,27.398618592422892,22,16,0,2,20,1,86,2001,12,1,2,3,1,1,65
1,0,36.896285857053975,72,706,0,8,0,3,98,1989,0,1,2,17,20,1,60
1,8,29.19180329645501,37,706,0,2,0,1,98,2004,0,11,2,17,98,1,28
2,0,83.84834562909549,35,50,0,3,0,1,20,2015,12,1,2,3,9,2,57
2,8,13.027699202664186,35,50,0,5,3,1,68,2017,82,11,3,3,2,2,51
4,0,65.85650306108073,12,3,0,5,0,1,20,2014,12,1,2,3,1,1,30
1,0,156.63842034084098,23,481,0,2,0,4,1,2012,12,1,2,3,1,1,75
1,0,26.65419553644409,7,24,0,2,0,4,6,2007,12,1,3,3,20,1,19
1,0,177.61964125390742,49,43,0,3,0,4,7,2000,12,1,2,3,9,2,68
2,0,26.93527990441376,41,51,0,2,0,1,24,2013,12,1,3,3,1,1,20
6,0,13.627772554886091,23,481,9,3,0,4,64,2006,12,1,4,20,8,1,27
6,0,13.627772554886091,49,472,0,3,0,1,65,2016,7,1,3,3,8,2,41
6,0,13.627772554886091,12,870,0,3,0,1,98,2011,12,1,3,3,1,1,27
1,8,22.974487886750833,34,402,1,2,0,4,6,2007,61,1,3,3,20,2,60
2,0,27.691724508586443,72,706,0,2,0,4,6,2005,12,1,2,17,20,1,68
1,0,159.54854961472142,2,404,0,2,0,4,3,1997,12,14,2,3,9,1,32
3,0,68.22883241223076,37,31,0,5,0,1,77,2017,61,1,2,3,8,2,41
5,8,68.22883240749866,54,35,0,7,4,1,68,2010,12,11,2,3,1,2,41
2,0,133.2060961906274,37,32,0,2,0,1,24,2003,12,1,2,3,9,1,57
2,0,39.10682665242007,20,25,0,2,20,3,78,2017,62,10,3,99,8,2,22
2,0,67.43645722791219,2,422,0,3,3,3,68,2015,12,11,2,3,8,1,47
2,0,21.438328462852855,35,51,0,2,0,2,50,2017,12,14,4,3,9,2,66
2,8,28.476085033952483,37,705,0,2,0,1,83,1994,1,1,2,5,98,1,40
2,8,68.34612999062786,12,23,0,2,3,1,88,2012,12,1,2,3,1,2,84
2,8,131.99382757031873,82,881,0,2,20,1,78,2007,12,10,2,3,20,1,71
1,8,30.42650220593386,72,709,0,1,0,4,6,2012,81,14,2,19,20,1,36
2,8,14.927807283857513,12,3,0,2,3,1,48,2016,82,14,3,3,9,1,24
3,8,36.30911722881742,2,403,9,2,0,1,0,1991,0,1,4,99,20,2,37
9,0,13.027699203426057,55,33,0,2,0,1,20,2007,12,1,3,3,1,2,27
9,0,13.027699203426057,23,423,0,2,0,1,21,2017,6,5,3,3,20,2,41
2,8,66.27464316015565,49,40,0,8,3,1,68,2014,61,11,2,3,20,2,78
1,8,27.04102015921351,20,2,0,8,0,4,2,2007,14,1,3,20,20,2,37
7,8,67.58158792785004,7,442,0,4,0,1,48,2017,5,5,2,3,20,2,58
7,8,67.58158792785004,49,402,0,4,3,1,98,2012,6,5,2,3,20,1,60
2,8,27.69872294453196,2,403,9,4,0,6,98,2005,0,1,3,3,20,1,28
2,8,27.69872294453196,49,32,0,4,0,1,98,2016,6,2,2,3,20,2,73
1,1,27.539046063332894,58,37,0,1,0,4,1,2005,12,1,3,3,20,1,32
4,0,26.416105760044612,41,50,0,4,0,4,6,2006,12,1,2,3,1,2,23
2,0,156.63842034084098,54,31,1,2,0,2,98,1998,0,6,2,3,20,1,18
1,0,26.416105760044612,49,402,1,2,0,4,1,2006,82,14,3,1,20,2,20
2,8,26.65419553621472,23,441,1,1,3,1,78,1994,12,10,3,3,20,1,51
1,0,27.915241908900445,12,16,0,3,0,4,7,2011,12,1,3,20,8,1,41
1,0,158.19157351433935,12,481,0,8,0,4,6,2007,12,1,2,3,20,1,49
2,8,13.527384125982277,42,55,0,1,0,1,69,2018,11,1,3,3,2,2,28
1,8,28.599289285558193,53,705,0,4,0,1,98,2002,0,1,2,5,20,1,42
2,8,157.9384909589564,6,54,0,3,0,3,48,2006,11,1,2,3,20,2,36
2,8,30.104847398977682,20,28,0,3,0,1,20,2015,12,2,3,3,1,2,24
2,8,30.104847398977682,6,52,0,3,0,1,21,2002,6,7,3,97,20,2,56
5,8,76.42125782773886,35,47,0,8,97,1,20,2005,12,1,2,3,9,1,31
3,8,172.32592298182513,49,40,0,8,0,1,28,2004,12,1,2,20,98,1,50
1,0,27.534924163810622,35,47,0,2,97,4,1,2005,12,1,3,3,20,2,26
4,0,27.534924163810622,20,481,0,2,21,1,21,1992,6,5,3,3,20,1,52
2,0,27.763795792439346,72,706,0,2,0,1,24,2001,12,1,3,5,20,1,35
1,0,159.34962838819715,63,37,0,6,0,4,1,2011,12,14,2,3,20,2,40
3,0,27.534924163810622,12,23,0,2,3,1,89,2010,10,1,2,3,2,2,16
2,0,15.00905552497687,12,23,0,3,20,1,68,2018,1,11,3,3,8,2,27
2,0,15.00905552497687,35,39,0,3,20,1,69,2013,12,1,3,3,8,1,28
1,0,27.297360639656915,12,471,2,2,0,4,6,2001,0,1,3,3,20,2,52
1,0,28.249912005590712,76,704,0,2,0,4,2,2015,0,14,2,5,20,1,25
1,8,27.297360639656915,35,43,0,3,0,4,6,2012,12,14,3,20,1,2,24
5,0,159.45162566012723,20,37,0,2,20,1,78,2010,6,10,2,3,20,2,35
2,0,27.297360639656915,2,405,0,2,20,1,82,2002,61,11,3,3,20,2,32
3,0,67.78164857593387,35,43,0,5,0,1,88,2016,12,1,2,3,8,2,22
3,0,28.249912005590712,53,705,0,5,3,2,46,2007,1,15,2,5,20,1,22
5,0,26.90515440026045,18,404,0,2,0,1,65,2018,12,1,3,3,20,2,84
2,0,67.78164857593387,49,43,0,0,0,1,82,2000,11,11,2,3,1,2,28
2,0,67.78164857593387,37,32,0,2,0,3,83,2016,12,1,2,3,1,2,59
3,0,159.45162566012723,20,2,0,8,0,1,88,2009,12,1,2,3,8,1,25
2,0,67.78164857593387,49,40,0,4,97,1,88,2016,12,1,2,3,8,2,31
1,8,25.527208761319823,12,401,1,2,0,4,1,2002,9,1,3,1,20,2,38
3,8,64.46572720417126,7,482,0,2,20,1,89,2006,62,1,2,3,1,2,21
3,8,64.46572720417126,49,402,0,2,0,1,88,2015,12,1,2,3,8,2,20
1,0,26.912971524873797,37,703,0,2,0,4,1,2017,12,1,2,17,20,1,14
1,0,165.46654363344257,37,31,1,2,0,4,1,2011,14,1,2,3,1,2,29
2,0,29.058809280665415,53,706,0,4,0,1,45,1997,3,14,2,17,98,1,33
1,0,39.9150671483385,72,706,0,2,0,3,13,2015,1,1,2,19,20,2,36
2,0,40.06752144695708,20,37,2,8,0,4,1,2007,12,1,3,20,20,1,16
3,8,160.18553561717732,35,39,0,3,0,1,69,2009,12,1,2,3,1,1,32
3,0,13.782262014765777,35,47,0,2,0,1,21,2017,6,5,3,3,20,2,45
3,0,65.90088958480054,12,37,0,2,0,1,21,2015,6,5,2,99,20,1,37
2,0,26.958549535006686,12,880,0,2,0,1,88,2012,12,1,2,3,8,1,68
2,0,26.958549535006686,22,20,0,2,20,1,89,2007,62,1,3,3,9,2,24
1,0,156.64730850492157,55,401,0,1,0,1,13,2010,62,14,2,3,9,1,63
3,0,68.14022451783879,37,31,0,3,20,1,82,2012,9,11,2,3,8,2,18
2,8,13.010218273304181,49,40,0,3,0,4,2,2016,61,14,4,3,8,1,31
2,0,71.09160669401894,35,472,0,8,0,1,69,2017,12,1,2,3,1,1,39
1,0,14.486678667106313,12,481,0,8,0,4,1,2014,3,1,2,20,1,1,25
4,8,27.027980919403934,12,4,0,8,3,1,86,1996,12,1,3,20,1,1,24
4,8,27.027980919403934,20,481,0,3,3,1,87,2006,1,1,2,20,1,1,77
1,0,205.13099235421092,18,2,0,8,0,4,11,1998,12,1,3,20,20,1,45
3,8,224.24811635806654,20,37,0,3,3,3,27,2013,6,10,2,2,20,2,21
2,1,27.027980919403934,37,32,0,3,0,2,24,2005,12,14,3,3,1,1,48
3,8,22.446967204250743,35,39,0,2,0,2,50,2010,12,1,3,3,8,2,47
3,8,22.446967204250743,55,401,0,2,0,1,51,2017,12,1,3,3,8,2,56
2,0,13.825776484981503,13,999,0,8,3,1,69,2017,12,1,3,3,20,1,52
3,0,68.03654188173027,18,25,0,6,3,1,29,2016,6,2,2,3,20,2,71
7,8,14.427438849702835,37,399,0,8,0,1,98,2018,6,1,3,3,98,2,46
2,1,26.94965435506558,37,32,0,5,0,4,1,2004,82,15,3,3,9,1,32
1,0,67.57519688905627,37,706,0,2,0,4,6,2006,12,1,2,19,20,1,35
3,0,27.82644600081746,6,18,0,5,0,1,45,2013,9,1,3,3,8,2,27
3,0,13.825776484981503,2,499,0,2,20,1,90,2016,12,1,3,3,20,2,75
1,0,154.6972418435975,20,16,0,2,0,4,1,1997,12,14,2,3,20,1,28
2,0,160.22431180775772,49,32,0,2,3,1,87,2004,5,1,2,20,20,2,65
3,8,37.793519534621275,49,40,9,2,20,1,89,2003,9,1,4,20,20,2,18
3,8,37.793519534621275,12,481,0,2,4,1,88,2002,12,1,2,3,9,1,69
4,0,33.75556455526577,49,482,0,4,0,1,20,2006,12,1,3,20,9,1,41
4,0,33.75556455526577,7,499,0,4,0,1,21,2017,6,5,2,3,20,1,42
1,0,13.027699202664186,55,402,0,2,0,4,7,2017,12,1,3,3,8,1,41
2,8,64.42279587619947,12,401,0,8,3,1,68,2017,4,11,2,3,3,2,41
1,0,74.49259659125185,20,481,0,2,0,1,13,2001,12,1,2,99,20,2,46
4,0,160.40766104567757,18,2,0,2,0,2,64,2002,11,1,2,3,20,2,22
3,0,31.641368010697132,12,481,1,2,0,4,2,2000,14,1,4,20,1,1,44
3,0,158.19157351631523,20,37,0,5,0,2,48,2004,12,1,3,3,8,2,22
4,8,27.92694289764931,37,399,0,8,3,1,90,2010,12,1,3,2,9,1,21
4,8,27.92694289764931,23,499,0,8,3,1,90,1994,12,1,2,3,98,1,55
2,8,131.6995162817566,37,31,0,5,0,1,45,1997,62,1,2,3,20,1,43
1,0,161.5598642779568,12,23,0,3,0,4,1,2012,12,1,2,3,20,1,77
2,8,70.55779414487333,41,999,0,8,0,1,20,2015,12,1,2,2,98,2,47
2,8,83.84834562909549,37,32,0,2,3,1,86,2018,12,1,2,3,9,1,50
3,8,83.84834562909549,55,35,0,2,3,1,88,2016,12,1,2,3,9,2,32
5,0,65.90088958480054,20,9,0,4,0,1,25,2014,6,1,2,3,20,2,56
1,0,107.11389259404832,12,481,0,2,0,4,6,2002,12,14,3,20,9,1,23
3,0,12.818712290300242,63,38,0,2,2,1,83,2018,12,1,3,3,20,2,61
2,8,14.427438849702835,20,399,0,8,0,1,29,2018,6,2,3,3,98,2,41
3,0,13.627073829703262,35,43,0,3,3,1,88,2015,12,1,3,3,2,2,30
1,8,26.912971524873797,50,706,0,8,0,4,6,2005,62,14,3,19,20,1,32
2,8,14.427438849702835,35,399,0,8,0,1,20,2018,12,1,3,3,9,1,55
1,0,26.416105760044612,35,43,1,2,21,4,98,1991,61,1,3,3,20,1,53
1,0,13.457580251181685,49,32,2,2,0,4,1,2015,0,14,3,3,8,1,25
3,0,66.81490987171465,30,42,0,2,0,1,23,2017,6,10,2,3,20,1,74
2,0,27.69230649089778,71,706,0,5,3,1,20,2017,12,1,2,5,20,1,53
4,0,13.339819296470921,20,404,0,5,3,1,68,2018,82,11,3,3,8,2,79
4,0,13.339819296470921,14,20,0,3,3,1,98,2005,12,5,2,3,20,2,36
2,0,29.465141091237257,97,997,0,5,0,1,86,2007,12,14,2,3,98,2,36
2,0,26.961630155226384,25,401,0,2,0,1,29,2000,6,2,3,8,20,1,54
6,0,26.851705189385978,2,404,0,2,0,1,20,2008,12,1,2,3,9,1,27
6,0,26.851705189385978,22,32,0,2,0,1,21,2004,6,5,3,3,9,1,65
2,0,27.132126257826656,72,706,0,2,0,1,69,2013,82,1,2,17,20,1,21
1,0,157.55977234997349,21,17,2,2,0,4,1,1996,0,1,2,8,1,1,31
1,0,26.1130256379505,20,2,0,8,97,4,7,2004,81,1,4,99,1,1,45
4,0,26.96163015588196,41,402,0,3,20,1,87,2003,83,4,3,20,20,2,22
3,0,160.22431180775772,12,401,0,2,3,4,7,2006,11,10,2,3,1,2,32
2,0,30.598873400738643,72,706,0,2,0,1,73,1998,4,1,4,5,20,1,39
3,0,23.010784769637834,6,51,0,2,0,1,98,2018,12,1,2,8,20,1,49
3,0,164.65448211789885,41,403,0,8,0,1,20,2016,12,1,2,8,1,2,18
2,0,65.50257494178608,63,398,0,2,97,4,7,2018,61,14,2,8,8,1,23
4,0,23.010784769637834,12,37,0,2,0,2,64,2017,62,1,3,8,8,2,25
1,0,31.183253061915906,73,706,0,2,3,4,1,2010,12,11,2,19,20,1,64
1,0,161.7415074934573,20,39,0,3,0,4,7,2009,12,14,2,3,9,2,27
1,0,27.561556737886246,76,706,0,2,0,4,1,2013,12,11,2,19,20,1,28
4,0,65.50257494178608,49,401,1,8,0,1,89,2018,63,1,2,8,8,2,38
2,0,102.27826472093055,72,706,0,3,0,1,83,1995,12,1,2,19,20,1,51
1,0,102.27826472093055,72,706,0,2,0,4,1,2011,0,14,3,17,20,1,33
5,1,159.99945570001384,49,40,0,8,1,1,68,2002,12,11,2,3,20,2,25
5,1,159.99945570001384,49,40,0,8,1,1,69,2003,12,1,2,3,1,1,20
3,0,159.99945570001384,12,24,0,8,0,1,21,2011,6,5,2,3,20,2,33
4,0,34.39099324490248,53,705,0,3,0,2,47,2001,11,15,2,17,20,1,19
3,0,34.39099324490248,72,706,0,3,0,1,24,2004,12,1,3,17,20,1,38
1,0,156.63842034084098,2,404,1,2,0,4,1,1992,12,1,2,3,20,2,20
2,8,14.00766266215737,63,38,0,2,0,4,6,2014,12,1,4,20,8,2,28
2,0,29.058809280488884,73,705,0,2,0,1,21,2010,6,7,3,17,98,1,37
4,8,165.46654363344257,55,33,0,4,3,1,87,2013,82,1,2,3,9,2,60
2,0,26.96906923747267,13,5,0,2,0,4,1,1998,12,1,3,20,20,1,23
1,0,27.466426146201496,37,706,0,5,0,2,98,2006,0,15,2,17,20,1,26
2,8,28.476085033952483,49,40,0,4,3,1,68,2001,3,11,2,3,20,2,78
2,8,28.476085033952483,53,704,0,4,3,1,69,2012,12,1,2,5,98,1,30
3,8,28.058709005313414,37,705,0,3,3,1,69,2018,10,1,3,19,20,1,23
2,8,64.42279587619947,55,35,0,8,0,1,69,2017,12,14,2,3,8,2,17
2,8,30.935279883692417,72,709,0,2,0,1,25,2016,6,14,2,19,20,1,31
2,0,39.4264105372322,37,31,0,5,0,1,21,1993,6,5,4,3,20,2,17
2,0,76.4212578286301,37,39,0,5,0,1,45,2017,61,1,2,3,9,2,24
1,0,30.93527988488877,76,706,0,2,0,1,98,2004,0,14,2,19,20,1,38
2,0,26.416105760044612,42,31,0,4,0,1,69,1991,12,1,3,3,1,1,56
9,0,27.571086465225957,22,403,1,5,2,1,89,2007,9,1,3,3,20,2,27
2,0,65.90088958480054,35,47,0,2,20,1,21,2014,6,5,2,3,20,2,69
2,0,13.339819296470921,2,403,1,2,0,3,20,2015,12,1,3,3,20,1,22
1,0,44.41097307925562,49,402,0,8,0,4,11,2011,12,1,3,8,20,2,63
2,0,44.41097307925562,35,47,0,5,0,1,68,2009,3,11,3,8,20,1,24
5,0,29.848055055185224,77,706,0,5,0,1,69,2013,12,1,4,17,20,1,55
2,0,133.78912304503294,92,988,0,7,0,1,21,2010,6,5,2,99,20,2,46
2,0,26.94965435506558,12,37,0,3,3,1,83,2011,12,1,3,3,9,2,17
1,0,29.709605605801503,72,706,0,4,3,1,98,2015,0,1,2,19,20,1,22
3,0,65.5025749423511,35,51,1,1,0,1,25,2017,6,14,2,8,20,2,26
4,8,13.825776484962867,59,399,0,8,3,3,99,2016,62,10,3,3,20,1,41
2,8,15.057170469915022,35,47,0,8,3,1,88,2016,12,1,3,3,9,1,57
1,0,76.42125783061248,49,32,0,8,0,4,11,2015,1,1,2,3,20,2,33
3,0,157.55977235157428,20,2,0,2,20,1,21,2007,6,5,2,8,20,2,77
3,0,16.212958579542804,32,404,0,5,97,1,21,2018,6,5,3,3,20,2,39
1,0,27.69230649089778,53,706,0,2,0,1,12,2006,12,14,2,19,20,1,23
9,0,29.83390164281007,49,401,0,4,3,1,21,2007,6,5,2,3,1,1,60
2,0,29.25150952021224,73,706,0,7,2,1,69,2010,12,1,3,5,20,1,57
5,0,29.709605605801503,76,705,0,3,0,1,28,2009,12,1,3,19,20,1,26
5,0,171.48943461417284,12,422,0,3,97,1,20,2002,12,1,2,3,1,2,55
2,0,157.30090507033808,20,2,0,2,0,1,83,2010,82,14,2,3,20,2,30
3,0,16.212958579542804,35,472,0,4,3,1,89,2016,9,1,3,3,8,2,43
6,0,66.29050597144663,20,37,0,5,0,1,83,2016,12,1,2,3,8,2,28
2,0,159.54854961472142,30,40,0,5,3,1,71,2013,11,1,2,3,9,1,28
2,0,29.83390164281007,2,406,0,4,3,1,21,2010,6,5,3,3,20,2,46
3,0,26.958549535006686,37,31,0,2,0,1,30,2004,6,2,3,3,20,2,35
1,0,66.97983334790497,20,29,0,8,0,4,99,2014,12,14,2,20,9,1,22
2,0,27.289636288308664,72,706,0,4,0,1,28,2018,12,1,2,17,20,1,65
2,0,27.289636287836665,74,706,0,2,0,4,1,2016,0,14,2,5,20,1,45
2,8,27.289636287836665,72,706,0,2,0,1,69,1988,12,1,3,17,20,1,61
2,8,27.289636288308664,50,706,0,3,0,1,86,2015,12,1,2,5,20,1,45
3,8,27.289636288308664,72,706,0,5,0,2,48,2014,11,15,2,17,20,1,49
3,0,27.289636287836665,37,705,0,2,0,2,64,2007,12,14,2,5,20,1,23
3,8,136.9681849471574,72,706,0,2,20,2,70,2018,3,10,2,29,20,1,43
2,8,63.99441534327702,20,422,0,2,20,1,86,2013,12,1,2,3,1,1,41
2,8,63.99441534327702,37,31,0,2,0,1,87,2017,1,1,2,3,1,1,54
3,0,13.630613694659495,12,25,0,8,0,1,76,2016,3,11,3,3,8,2,45
3,0,13.630613694659495,35,51,0,8,0,1,77,2017,12,14,2,3,8,2,31
3,0,27.289636287836665,72,706,0,2,0,1,0,2011,0,14,2,19,20,1,24
